순번,회사명,공장대표주소(지번),업종명,전화번호
5764,마린콘트롤,"부산광역시 영도구 남항동3가 73-26번지 재경전자 재경BD, 2F",배전반 및 전기 자동제어반 제조업,051-809-4494
5765,마린테크,부산광역시 남구 대연동 1172-36번지,선박 구성 부분품 제조업,051-441-0620
5766,마린플래닛주식회사,부산광역시 해운대구 재송동 1210번지 벽산e센텀클래스원 4층 410,그 외 기타 봉제의복 제조업,051-781-3081
5767,마스터 다이버스 코리아,부산광역시 영도구 동삼동 543-4,그 외 기타 금속가공업,미등록
5768,마스텍중공업주식회사,부산광역시 영도구 대평동1가 160-1번지,강선 건조업 외 1 종,051-604-4300
5769,마주광고기획,부산광역시 강서구 대저2동 4187-12번지,간판 및 광고물 제조업,051-971-6621
5770,마프상사,부산광역시 강서구 대저2동 2094-7번지,선박 구성 부분품 제조업 외 1 종,051-203-3121
5771,마하스텐,부산광역시 강서구 대저1동 774-7번지,수동식 식품 가공기기 및 금속 주방용기 제조업,051-638-1977
5772,만강공업사,부산광역시 강서구 미음동 1637-30,금속 절삭기계 제조업,미등록
5773,만경정밀,부산광역시 강서구 강동동 54-7번지,그 외 자동차용 신품 부품 제조업 외 3 종,051-972-6256
5774,만덕비닐산업,부산광역시 강서구 죽림동 578-1번지,플라스틱 필름 제조업,051-972-5968
5775,만복기계,부산광역시 강서구 녹산동 178-20번지,절삭가공 및 유사처리업,051-317-1910
5776,만선,부산광역시 강서구 생곡동 1534-4번지,핵반응기 및 증기보일러 제조업,미등록
5777,만성코프레이션,부산광역시 사상구 감전동 503-33번지,기타 구조용 금속제품 제조업,051-321-0505
5778,만수엔지니어링,부산광역시 영도구 대평동2가 89-13번지,선박 구성 부분품 제조업,051-413-5535
5779,만에너지솔루션즈코리아(주),부산광역시 강서구 범방동 1911-13,선박 구성 부분품 제조업,051-635-6444
5780,만이엔지,부산광역시 강서구 대저2동 2447-1번지,절삭가공 및 유사처리업,미등록
5781,만주산업(주),부산광역시 강서구 송정동 1589-10번지,도장 및 기타 피막처리업,051-832-0944
5782,만진산업,부산광역시 강서구 송정동 1561-2번지,산업용 송풍기 및 배기장치 제조업,051-831-0199
5783,만진종합부라쉬,부산광역시 기장군 장안읍 명례리 산 108-5번지 명례산단 59번 산업용지,그 외 기타 특수목적용 기계 제조업 외 1 종,051-646-7744
5784,만해산전,부산광역시 강서구 송정동 1646-4번지,배전반 및 전기 자동제어반 제조업,051-831-5958
5785,만해전기,부산광역시 강서구 송정동 1500-13번지,배전반 및 전기 자동제어반 제조업,051-831-5958
5786,만호제강(주),부산광역시 강서구 송정동 1660-11번지,철강선 제조업 외 1 종,051-831-5611
5787,말레베어공조 주식회사 ,부산광역시 기장군 장안읍 반룡리 841-4번지,그 외 자동차용 신품 부품 제조업,051-950-9706
5788,맑은공간대호 주식회사,경상남도 창원시 의창구 팔용동 23-6 1동,기체 여과기 제조업,051-405-2001
5789,망고클라우드 주식회사,부산광역시 북구 만덕동 763-13 부산이노비즈센터 404호,컴퓨터 제조업,051-501-2248
5790,매그스위치 테크놀로지 코리아(주),부산광역시 남구 용당동 190번지,그 외 기타 전기장비 제조업 외 3 종,051-621-9648
5791,매일산업,부산광역시 강서구 화전동 589-7 번지,일반용 전기 조명장치 제조업,051-512-8811
5792,매일수산유통,부산광역시 사하구 장림동 1087-21번지,기타 수산동물 가공 및 저장 처리업,051-303-3987
5793,매일프로세스,부산광역시 중구 대청동3가 2 2층,기타 인쇄업,051-465-3361
5794,매직엘이디,부산광역시 강서구 대저2동 1152-2번지,간판 및 광고물 제조업 외 1 종,051-941-6481
5795,매틱스(주),부산광역시 강서구 미음동 1576-5번지,그 외 기타 특수목적용 기계 제조업 외 1 종,051-831-8000
5796,맥(MAC)한샘퍼니처,부산광역시 사하구 구평동 317-1 2층 일부,기타 목재가구 제조업 외 1 종,051-941-6639
5797,맥그리거코리아(주),부산광역시 강서구 지사동 1212번지,선박 구성 부분품 제조업 외 2 종,051-972-9260
5798,맥디자인산업,부산광역시 금정구 부곡동 768-42번지,간판 및 광고물 제조업,051-518-0008
5799,먼데이,부산광역시 사상구 덕포동 404-3번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,051-304-7773
5800,메가런,부산광역시 강서구 송정동 1500-11,고무패킹류 제조업,미등록
5801,메스코(주),부산광역시 영도구 동삼동 510-2번지,기타 무선 통신장비 제조업 외 2 종,051-412-7903
5802,메크툴코리아(주),부산광역시 강서구 화전동 581-14,그 외 기타 분류 안된 금속 가공 제품 제조업,055-541-1969
5803,메탈플러스(주),부산광역시 강서구 송정동 1770-2번지,그 외 기타 1차 철강 제조업,미등록
5804,명가씨푸드,부산광역시 사하구 구평동 38-97,기타 수산동물 가공 및 저장 처리업,051-265-6466
5805,명광,부산광역시 사상구 감전동 957-40,그 외 기타 일반목적용 기계 제조업,051-313-1501
5806,명광공업사,부산광역시 강서구 녹산동 178-25번지,주형 및 금형 제조업,051-205-1900
5807,명광화학공업(주),부산광역시 사하구 신평동 370-82번지 외 1필지,신발 부분품 제조업 외 2 종,051-206-7284
5808,명길사,부산광역시 사하구 장림동 598번지,타이어 및 튜브 제조업 외 1 종,051-262-4215
5809,명문산기,부산광역시 강서구 신호동 210-1,절삭가공 및 유사처리업,미등록
5810,명보기업(주),부산광역시 사하구 다대동 1521-3번지,그 외 자동차용 신품 부품 제조업 외 5 종,051-263-3111
5811,명보기업(주),부산광역시 사하구 다대동 1501-4번지,절삭가공 및 유사처리업,051-263-3111
5812,명보사,부산광역시 사상구 덕포동 388-12번지,신발 부분품 제조업,051-302-3046
5813,명보주식회사,"부산광역시 사상구 괘법동 562-61번지 3,4층",배전반 및 전기 자동제어반 제조업 외 4 종,051-317-8878
5814,명보카렌다,부산광역시 강서구 송정동 1652-3번지,기타 인쇄물 출판업,051-831-6210
5815,명보테크,부산광역시 기장군 장안읍 반룡리 900-1,승강기 제조업,미등록
5816,명성,부산광역시 연제구 거제동 1017-2번지,셔츠 및 블라우스 제조업 외 14 종,051-503-4921
5817,명성,부산광역시 사상구 삼락동 80-13번지,배전반 및 전기 자동제어반 제조업,051-304-9820
5818,명성ENG,부산광역시 사하구 구평동 491-4번지,선박 구성 부분품 제조업,미등록
5819,명성건업,부산광역시 강서구 대저1동 337-39번지,플라스틱 창호 제조업,051-341-1356
5820,명성계전,부산광역시 강서구 대저2동 5658-2번지,배전반 및 전기 자동제어반 제조업,051-324-2115
5821,명성공업사,부산광역시 강서구 송정동 1473-5 번지,절삭가공 및 유사처리업,051-831-8804
5822,명성공업사,부산광역시 강서구 죽림동 355-2번지,농업 및 임업용 기계 제조업,051-305-2231
5823,명성글로벌(주),부산광역시 사하구 다대동 680-19번지 3층 2호,수산동물 건조 및 염장품 제조업 외 3 종,051-256-8001
5824,명성금속,부산광역시 사상구 학장동 230-10번지,볼트 및 너트류 제조업 외 2 종,051-317-6232
5825,명성기계,부산광역시 사상구 학장동 273-16번지,유압기기 제조업,051-311-8616
5826,명성메탈,부산광역시 사상구 모라동 283-8,기타 절연선 및 케이블 제조업,051-305-0806
5827,명성사,부산광역시 강서구 대저1동 351-12 명성사,기타 인쇄업,051-818-5549
5828,명성산업,부산광역시 강서구 대저1동 351-10번지,강관 제조업 외 1 종,051-328-7933
5829,명성섬유(주),부산광역시 사하구 신평동 656-7번지,"직물, 편조원단 및 의복류 염색 가공업",051-201-1493
5830,명성식품,부산광역시 사하구 장림동 390-2번지,수산동물 건조 및 염장품 제조업,051-261-5784
5831,명성어패럴,부산광역시 해운대구 반여동 1218-2번지,남자용 겉옷 제조업 외 6 종,051-532-0341
5832,명성어패럴 금사공장,"부산광역시 금정구 금사동 75-26 1,2층",기타 직물제품 제조업,051-523-9402
5833,명성에코텍,부산광역시 강서구 대저1동 3205-3번지,부직포 및 펠트 제조업,051-817-2916
5834,명성유통,부산광역시 동래구 명장동 562번지 가동,가금류 가공 및 저장 처리업,051-528-9119
5835,명성전기,부산광역시 사하구 신평동 493 5층 518호 5층 518호 외 1필지,배전반 및 전기 자동제어반 제조업,미등록
5836,명성정밀,부산광역시 강서구 식만동 368-1번지,절삭가공 및 유사처리업,051-973-9775
5837,명성정밀,부산광역시 사상구 학장동 251-14번지,금속 절삭기계 제조업,051-327-5453
5838,명성정밀,부산광역시 사상구 학장동 275-21번지,그 외 자동차용 신품 부품 제조업 외 3 종,051-328-4321
5839,명성창호유리,부산광역시 강서구 대저1동 2687-2번지,안전유리 제조업 외 1 종,051-973-9681
5840,명성태크,부산광역시 강서구 대저2동 529-13번지 A동,"플라스틱 선, 봉, 관 및 호스 제조업",미등록
5841,명성테크,부산광역시 사상구 엄궁동 651-13번지,그 외 기타 일반목적용 기계 제조업 외 1 종,051-311-3012
5842,명성테크,부산광역시 사상구 모라동 715-4 번지,구조용 금속 판제품 및 공작물 제조업,051-315-1587
5843,명성테크,부산광역시 사상구 모라동 713-1번지,육상 금속 골조 구조재 제조업 외 1 종,051-302-7935
5844,명세씨엠케이(주),부산광역시 기장군 정관읍 달산리 1064-4번지,그 외 기타 의료용 기기 제조업 외 3 종,051-518-7135
5845,명승테크,부산광역시 강서구 송정동 1771-3번지,절삭가공 및 유사처리업,051-972-9953
5846,명승테크,부산광역시 강서구 송정동 1771-3번지,절삭가공 및 유사처리업,051-972-9953
5847,명신기업,부산광역시 강서구 미음동 1677-12,그 외 기타 금속가공업,051-271-3905
5848,명신산업,부산광역시 사상구 괘법동 580-12번지,그 외 기타 전기장비 제조업 외 3 종,051-312-6789
5849,명신어패럴,부산광역시 사하구 신평동 563번지,셔츠 및 블라우스 제조업 외 1 종,051-202-1055
5850,명신전기,부산광역시 영도구 대평동1가 95-2 1층,배전반 및 전기 자동제어반 제조업,051-413-2334
5851,명신종합중기정비,부산광역시 사하구 다대동 1520-4번지,건설 및 채광용 기계장비 제조업,051-324-4177
5852,명심사무가구,부산광역시 강서구 강동동 4692-8번지,미등록,051-973-7066
5853,명우식품,부산광역시 강서구 대저1동 317-120번지,육류 포장육 및 냉동육 가공업 (가금류 제외) 외 1 종,051-504-1051
5854,명원전기(주),부산광역시 강서구 송정동 1506-2번지,배전반 및 전기 자동제어반 제조업 외 2 종,051-291-4006
5855,명원전기(주),부산광역시 강서구 구랑동 1184-1번지,배전반 및 전기 자동제어반 제조업 외 1 종,051-291-4006
5856,명인산업주식회사,부산광역시 강서구 생곡동 1527-1,기타 가공 공작기계 제조업,051-902-5697
5857,명인하이테크,부산광역시 영도구 남항동3가 141-35,선박 구성 부분품 제조업,051-414-5333
5858,명주금속,부산광역시 강서구 화전동 584-15 번지,그 외 자동차용 신품 부품 제조업 외 1 종,051-263-9520
5859,명진,부산광역시강서구 미음동 1638-29,강관 가공품 및 관 연결구류 제조업,미등록
5860,명진TECH,부산광역시 강서구 명지동 3153-5번지,금속탱크 및 저장용기 제조업 외 1 종,051-973-4942
5861,명진금속,부산광역시 강서구 화전동 590-3 번지,자동차용 금속 압형제품 제조업 외 3 종,051-292-0981
5862,명진금속,부산광역시 사하구 신평동 648-3번지,주형 및 금형 제조업 외 3 종,051-292-0981
5863,명진금속,부산광역시 사하구 장림동 468-6번지,볼트 및 너트류 제조업 외 2 종,051-262-6214
5864,명진금속(주),부산광역시 강서구 송정동 1642-4번지,강관 제조업 외 1 종,051-832-0288
5865,명진금형,부산광역시 강서구 지사동 1407-8번지,주형 및 금형 제조업 외 1 종,051-971-3267
5866,명진기전,부산광역시 사상구 감전동 132-16번지,배전반 및 전기 자동제어반 제조업 외 6 종,051-323-4533
5867,명진벤드,부산광역시 강서구 미음동 1548-10,주철관 제조업,051-997-6101
5868,명진볼트,부산광역시 강서구 대저2동 4274-3 번지,일반철물 제조업,미등록
5869,명진정밀,부산광역시 강서구 미음동 1492-16번지,자동차 차체용 신품 부품 제조업 외 1 종,051-311-5288
5870,명진정밀,부산광역시 강서구 대저1동 323-23번지,그 외 기타 금속가공업,051-301-7282
5871,명진특수강,부산광역시 사상구 학장동 726-5번지,그 외 기타 1차 철강 제조업,051-317-1318
5872,명진판지,부산광역시 강서구 대저1동 2534-3번지,펄프 제조업,051-973-0380
5873,명진하이테크,부산광역시 강서구 화전동 580-14번지,주형 및 금형 제조업,051-973-6820
